source	reason	title	company	location	url
greenhouse-api	title	Junior Data Analyst	Catawiki	Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7553311
greenhouse-api	title	Junior Software Engineer	Catawiki	Amsterdam, Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7960442
greenhouse-api	title	Key Account Manager - Japan	Catawiki	Japan	https://job-boards.greenhouse.io/catawiki/jobs/7735090
greenhouse-api	title	Key Business Developer	Catawiki	India	https://job-boards.greenhouse.io/catawiki/jobs/7957523
greenhouse-api	title	Key Business Developer Japan	Catawiki	Japan	https://job-boards.greenhouse.io/catawiki/jobs/7821262
greenhouse-api	title	Learning & Development Intern	Catawiki	Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7981882
greenhouse-api	title	Pokemon and Trading Cards Japan トレカエキスパート	Catawiki	Japan	https://job-boards.greenhouse.io/catawiki/jobs/7745586
greenhouse-api	title	QA Automation Engineer	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7480363
greenhouse-api	title	QA Automation Engineer	Catawiki	Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7374900
greenhouse-api	title	Security Engineer	Catawiki	Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7510980
greenhouse-api	title	Senior Backend Software Engineer	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7132968
greenhouse-api	title	Senior Backend Software Engineer	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7645749
greenhouse-api	title	Senior Financial Accountant	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7946476
greenhouse-api	title	Senior Jewellery Expert	Catawiki	Belgium	https://job-boards.greenhouse.io/catawiki/jobs/7348691
greenhouse-api	title	Senior Key Account Manager - Wine	Catawiki	Belgium; France; Germany; Italy; Netherlands; Portugal; Spain; United Kingdom	https://job-boards.greenhouse.io/catawiki/jobs/7823727
greenhouse-api	title	Senior Preowned Jewellery Expert	Catawiki	Italy	https://job-boards.greenhouse.io/catawiki/jobs/7479217
greenhouse-api	title	Senior Product Designer	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7626096
greenhouse-api	title	Senior Product Manager - Shipping	Catawiki	Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7166353
greenhouse-api	title	Shipping Operations Project Manager	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7715902
greenhouse-api	title	Social Media Lead	Catawiki	Amsterdam, Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7837112
greenhouse-api	title	Sr. Data Scientist, Product Insights	Catawiki	Lisbon, Portugal	https://job-boards.greenhouse.io/catawiki/jobs/7962852
greenhouse-api	title	Talent Acquisition Intern	Catawiki	Netherlands	https://job-boards.greenhouse.io/catawiki/jobs/7942207
greenhouse-api	title	キー・ビジネスディベロッパー（日本）	Catawiki	Japan	https://job-boards.greenhouse.io/catawiki/jobs/7821237
greenhouse-api	title	キーアカウントマネージャー（日本市場）	Catawiki	Japan	https://job-boards.greenhouse.io/catawiki/jobs/7474571
greenhouse-api	title	時計エキスパート	Catawiki	Japan	https://job-boards.greenhouse.io/catawiki/jobs/7823829
greenhouse-api	title	Account Executive - Italy	GitLab	Remote, Italy	https://job-boards.greenhouse.io/gitlab/jobs/8503792002
greenhouse-api	location	AI Engineer	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8565469002
greenhouse-api	title	AI Transformation Owner, Marketing	GitLab	Remote, Canada; Remote, Ireland; Remote, United Kingdom; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8548105002
greenhouse-api	title	Backend Engineer, Analytics Instrumentation (Golang)	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8481929002
greenhouse-api	title	Business Development Representative	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8571230002
greenhouse-api	title	Business Development Representative	GitLab	Remote, EMEA; Remote, Germany; Remote, Ireland; Remote, Netherlands; Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8532274002
greenhouse-api	title	Business Development Representative	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8532272002
greenhouse-api	title	Business Development Representative, DoD	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8539465002
greenhouse-api	title	Business Development Representative, SLED - East	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8562271002
greenhouse-api	title	Candidate Experience Specialist, Contractor	GitLab	Remote, Singapore	https://job-boards.greenhouse.io/gitlab/jobs/8521684002
greenhouse-api	title	Commercial Account Executive - DACH	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8446714002
greenhouse-api	title	Commercial Account Executive - France	GitLab	Remote, France	https://job-boards.greenhouse.io/gitlab/jobs/8564377002
greenhouse-api	title	Commercial Account Executive - Greece/Malta	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8528922002
greenhouse-api	title	Commercial Account Executive - Israel	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8551458002
greenhouse-api	title	Commercial Account Executive - Mid-Market, Canada	GitLab	Remote, Canada	https://job-boards.greenhouse.io/gitlab/jobs/8561622002
greenhouse-api	title	Commercial Account Executive - Mid Market, Greece	GitLab	Remote, EMEA; Remote, Europe-North/Central; Remote, France; Remote, Germany; Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8448368002
greenhouse-api	title	Commercial Account Executive - Mid-Market, US West	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8534549002
greenhouse-api	title	Commercial Account Executive - Named, US East	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8535897002
greenhouse-api	title	Commercial Account Executive - Named, US West	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8543383002
greenhouse-api	title	Commercial Legal Counsel	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8562593002
greenhouse-api	title	Customer Success Architect	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8536477002
greenhouse-api	title	Customer Success Architect, EMEA	GitLab	Remote, Austria; Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8561952002
greenhouse-api	title	Customer Success Engineer, EMEA	GitLab	Remote, Germany; Remote, Ireland; Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8476852002
greenhouse-api	title	Customer Success Engineer - West	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8550268002
greenhouse-api	title	Customer Success Manager	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8512758002
greenhouse-api	title	Customer Success Manager, Japan	GitLab	Remote, Japan	https://job-boards.greenhouse.io/gitlab/jobs/8478618002
greenhouse-api	title	Customer Success Manager, SEUR	GitLab	Remote, France; Remote, Spain	https://job-boards.greenhouse.io/gitlab/jobs/8578341002
greenhouse-api	title	Director, Customer Support Systems	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8537793002
greenhouse-api	title	Director, Enterprise Architecture & Intelligent Automation	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8510488002
greenhouse-api	title	Director of Engineering, Workflows & Runners	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8537864002
greenhouse-api	title	Director Regional Sales, France	GitLab	Remote, France	https://job-boards.greenhouse.io/gitlab/jobs/8512133002
greenhouse-api	title	Director Regional Sales, Italy	GitLab	Remote, Italy	https://job-boards.greenhouse.io/gitlab/jobs/8326610002
greenhouse-api	location	Distinguished Engineer, Agentic SDLC & Non‑Linear Productivity	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8537853002
greenhouse-api	title	Ecosystem Sales Manager, Alps	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8418604002
greenhouse-api	title	Ecosystem Sales Manager, Scale - Singapore	GitLab	Remote, Singapore	https://job-boards.greenhouse.io/gitlab/jobs/8494601002
greenhouse-api	title	Engagement Manager - EMEA	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8467462002
greenhouse-api	title	Engineering Manager, Continuous Delivery	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8482744002
greenhouse-api	title	Engineering Manager, Gitlab Delivery: Upgrades	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8463917002
greenhouse-api	title	Engineering Manager, Software Supply Chain Security: Pipeline Security	GitLab	Remote, Canada; Remote, Israel; Remote, United Kingdom; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8339221002
greenhouse-api	title	Engineering Manager, SSCS: Supply Chain	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8478405002
greenhouse-api	title	Enterprise Account Executive - CIS (Russian Speaker)	GitLab	Remote, Netherlands	https://job-boards.greenhouse.io/gitlab/jobs/8583761002
greenhouse-api	title	Enterprise Account Executive - CIS (Russian Speaker)	GitLab	Remote, Ireland	https://job-boards.greenhouse.io/gitlab/jobs/8583759002
greenhouse-api	title	Enterprise Account Executive - CIS (Russian Speaker)	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8583758002
greenhouse-api	title	Enterprise Account Executive - DACH	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8522195002
greenhouse-api	title	Executive Assistant	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8523640002
greenhouse-api	title	Field CTO, Public Sector	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8493679002
greenhouse-api	title	Field CTO - US West	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8496880002
greenhouse-api	title	Field Strategist, Forward Deployed Engineer	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8497078002
greenhouse-api	title	Forward Deployed Engineer - UK	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8522408002
greenhouse-api	title	Forward Deployed Engineer - UK	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8522265002
greenhouse-api	title	Forward Deployed Engnieer - META	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8524783002
greenhouse-api	title	G&A Engineer, Netsuite	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8493970002
greenhouse-api	title	Intermediate Backend Engineer (C), Tenant Scale: Git	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8497793002
greenhouse-api	title	Intermediate Backend Engineer, Database Automation (Ruby)	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8481029002
greenhouse-api	title	Lead Commercial Legal Counsel	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8500233002
greenhouse-api	title	Lead Global Marketing Campaigns Manager	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8550333002
greenhouse-api	title	Major Account Executive, Alps (French Speaker)	GitLab	Remote, Switzerland	https://job-boards.greenhouse.io/gitlab/jobs/8460203002
greenhouse-api	title	Major Account Executive, Germany	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8432922002
greenhouse-api	title	Major Account Executive - San Francisco	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8496445002
greenhouse-api	title	Manager, Professional Services Engineers (EMEA)	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8524882002
greenhouse-api	title	Manager, Security Incident Response Team (USA)	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8535048002
greenhouse-api	title	Manager, Solutions Architects - Commercial	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8503972002
greenhouse-api	title	Manager, Solutions Architects - SF Bay area	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8396674002
greenhouse-api	title	Presales Consultant - Japan	GitLab	Remote, Japan	https://job-boards.greenhouse.io/gitlab/jobs/8349098002
greenhouse-api	title	Principal HRIS Analyst, People Technology - Workday	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8574978002
greenhouse-api	title	Principal Product Manager, AI Custom Models	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8564957002
greenhouse-api	title	Principal Product Manager, Security - GTM	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8489126002
greenhouse-api	title	Principal Solutions Architect, AI / Core DevOps SME	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8341795002
greenhouse-api	title	Professional Services Engagement Manager	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8579044002
greenhouse-api	title	Professional Services, Technical Architect - West	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8452994002
greenhouse-api	title	Program Manager - Dubai	GitLab	Remote, United Arab Emirates	https://job-boards.greenhouse.io/gitlab/jobs/8481645002
greenhouse-api	title	Public Sector Strategic Account Executive, DoD	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8498707002
greenhouse-api	title	Public Sector Strategic Account Executive - SLED, Texas	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8575667002
greenhouse-api	title	Regional Sales Director, ASEAN & Korea	GitLab	Remote, Singapore	https://job-boards.greenhouse.io/gitlab/jobs/8476391002
greenhouse-api	title	Sales Development Representative	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8530337002
greenhouse-api	title	Sales Development Representative	GitLab	Remote, Germany; Remote, Ireland; Remote, Netherlands; Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8531879002
greenhouse-api	title	Senior AI Engineer	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8548545002
greenhouse-api	title	Senior AI Engineer	GitLab	Remote, Bangalore	https://job-boards.greenhouse.io/gitlab/jobs/8556658002
greenhouse-api	title	Senior Backend Engineer (C), Tenant Scale: Git	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8497791002
greenhouse-api	title	Senior Backend Engineer, Gitlab Delivery: Runway (Platform Engineering)	GitLab	Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8324132002
greenhouse-api	title	Senior Backend Engineer(Go), Continuous Delivery	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8488966002
greenhouse-api	title	Senior Backend Engineer (Ruby on Rails), Plan: Knowledge	GitLab	Remote, Americas; Remote, APAC; Remote, EMEA	https://job-boards.greenhouse.io/gitlab/jobs/8455304002
greenhouse-api	title	Senior Backend Engineer,  SSCS: Supply Chain	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8480580002
greenhouse-api	title	Senior Commercial Account Executive - CIS (Russian Speaker)	GitLab	Remote, Ireland	https://job-boards.greenhouse.io/gitlab/jobs/8583752002
greenhouse-api	title	Senior Commercial Account Executive - CIS (Russian Speaker)	GitLab	Remote, Netherlands	https://job-boards.greenhouse.io/gitlab/jobs/8583753002
greenhouse-api	title	Senior Commercial Account Executive - CIS (Russian Speaker)	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8551468002
greenhouse-api	title	Senior Compensation Partner	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8433514002
greenhouse-api	title	Senior Contracts Manager	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8545882002
greenhouse-api	title	Senior Customer Success Manager - India	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8514379002
greenhouse-api	title	Senior Director, Solution Architecture - North America	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8561219002
greenhouse-api	title	Senior Executive Business Partner	GitLab	Remote, Americas	https://job-boards.greenhouse.io/gitlab/jobs/8535309002
greenhouse-api	title	Senior Executive Business Partner to CFO	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8575108002
greenhouse-api	title	Senior FP&A Analyst, Corporate Finance	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8521599002
greenhouse-api	title	Senior Indirect Tax Compliance Analyst	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8555117002
greenhouse-api	title	Senior Manager, CX Services Operations	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8561194002
greenhouse-api	title	Senior Manager, Engagement Management	GitLab	Remote, EMEA	https://job-boards.greenhouse.io/gitlab/jobs/8476671002
greenhouse-api	title	Senior Product Designer, AI	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8464608002
greenhouse-api	title	Senior Product Manager, AI Platform Management	GitLab	Remote, Ireland; Remote, Israel; Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8568868002
greenhouse-api	title	Senior Regional Marketing Manager, EMEA	GitLab	Remote, EMEA	https://job-boards.greenhouse.io/gitlab/jobs/8453504002
greenhouse-api	title	Senior Site Reliability Engineer, Tenant Services: Geo	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8490453002
greenhouse-api	title	Senior Solutions Architect	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8532929002
greenhouse-api	title	Senior Solutions Architect	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8551473002
greenhouse-api	title	Senior Solutions Architect, AI / Core DevOps - EMEA	GitLab	Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8468159002
greenhouse-api	title	Senior Solutions Architect - AI & Platforms SME	GitLab	Remote, Australia; Remote, Singapore	https://job-boards.greenhouse.io/gitlab/jobs/8476375002
greenhouse-api	title	Senior Solutions Architect, Financial Services - NYC	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8529741002
greenhouse-api	title	Senior Solutions Architect, Microsoft SME	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8488427002
greenhouse-api	title	Senior TA Operations Specialist	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8588547002
greenhouse-api	title	Site Reliability Engineer, Cloud Cost Utilization	GitLab	Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8515080002
greenhouse-api	title	Site Reliability Engineer, Environment Automation	GitLab	Remote, Canada; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8504232002
greenhouse-api	title	Solutions Architect	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8551474002
greenhouse-api	title	Solutions Architect	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8488396002
greenhouse-api	title	Solutions Architect, Commercial - West	GitLab	Remote, North America	https://job-boards.greenhouse.io/gitlab/jobs/8518629002
greenhouse-api	title	Solutions Architect - France	GitLab	Remote, France	https://job-boards.greenhouse.io/gitlab/jobs/8520251002
greenhouse-api	title	Staff Backend Engineer, Developer Experience	GitLab	Remote, Canada; Remote, United Kingdom; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8490477002
greenhouse-api	title	Staff Backend Engineer, Gitlab Delivery: Upgrades	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8463922002
greenhouse-api	title	Staff Backend Engineer (Go), Continuous Delivery	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8488961002
greenhouse-api	title	Staff Backend Engineer (Ruby on Rails/AI), Verify	GitLab	Remote, United Kingdom	https://job-boards.greenhouse.io/gitlab/jobs/8448283002
greenhouse-api	title	Staff Backend Engineer,  Software Supply Chain Security	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8480559002
greenhouse-api	title	Staff Backend Engineer, SSCS: AI Governance	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8480531002
greenhouse-api	title	Staff Forward Deployed Engineer	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8517171002
greenhouse-api	title	Staff Forward Deployed Engineer	GitLab	Remote, Australia; Remote, India; Remote, Singapore	https://job-boards.greenhouse.io/gitlab/jobs/8504801002
greenhouse-api	title	Staff HRIS Analyst, People Technology - Workday	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8490129002
greenhouse-api	title	Staff Infrastructure Security Engineer (APAC, EMEA, or US)	GitLab	Remote, APAC; Remote, EMEA; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8514960002
greenhouse-api	title	Staff Product Designer, Knowledge Graph	GitLab	Remote, Canada; Remote, France; Remote, Germany; Remote, Ireland; Remote, Netherlands; Remote, United Kingdom; Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8475077002
greenhouse-api	title	Staff Product Manager, AI Agent Orchestration	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8536109002
greenhouse-api	title	Stock Administrator	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8502364002
greenhouse-api	title	Strategic Account Executive  - Belgium & Luxembourg	GitLab	Remote, France	https://job-boards.greenhouse.io/gitlab/jobs/8575027002
greenhouse-api	title	Strategic Account Executive - Brazil	GitLab	Remote, Brazil	https://job-boards.greenhouse.io/gitlab/jobs/8535856002
greenhouse-api	title	Strategic Account Executive, Digital Natives - India	GitLab	Remote, India	https://job-boards.greenhouse.io/gitlab/jobs/8435065002
greenhouse-api	title	Strategic Account Executive, Germany (Ent Industry)	GitLab	Remote, Germany	https://job-boards.greenhouse.io/gitlab/jobs/8520248002
greenhouse-api	title	Strategic Account Executive - South Africa	GitLab	Remote	https://job-boards.greenhouse.io/gitlab/jobs/8555134002
greenhouse-api	title	Strategic Account Executive - UAE	GitLab	Remote, United Arab Emirates	https://job-boards.greenhouse.io/gitlab/jobs/8452328002
greenhouse-api	title	Vice President, Data & Insights	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8510676002
greenhouse-api	title	Vice President, Finance Strategy & Operations	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8467198002
greenhouse-api	title	Vice President, Legal Commercial	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8499647002
greenhouse-api	title	Vice President of Engineering, DevOps Engineering	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8509682002
greenhouse-api	title	VP of Product Security	GitLab	Remote, US	https://job-boards.greenhouse.io/gitlab/jobs/8539288002
greenhouse-api	title	Account Manager	Adyen	Kuala Lumpur	https://job-boards.greenhouse.io/adyen/jobs/7938074
greenhouse-api	title	Account Manager	Adyen	Brussel	https://job-boards.greenhouse.io/adyen/jobs/7696702
