source	reason	title	company	location	url
linkedin-auth	dup	AI Engineer / LLM Engineer	What's Next AI	Rotterdam, South Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4410582755
linkedin-auth	dup	AI Product Engineer (Contract)	Propel	European Economic Area (Remote)	https://www.linkedin.com/jobs/view/4434992223
linkedin-auth	dup	AI Engineer	Twine	European Economic Area (Remote)	https://www.linkedin.com/jobs/view/4431507937
linkedin-auth	dup	AI Lead Developer Experience	Vibe.co	European Union (Remote)	https://www.linkedin.com/jobs/view/4415617487
linkedin-auth	title	Python Game Developer (Panda3D)	micro1	EMEA (Remote)	https://www.linkedin.com/jobs/view/4434979496
linkedin-auth	title	BI engineer QLIK	Hillebrand Gori - A company of DHL	Haarlem, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4433325719
linkedin-auth	dup	AI Retrieval & Relevance Engineer	trg.	European Union (Remote)	https://www.linkedin.com/jobs/view/4431912539
linkedin-auth	dup	Senior AI Engineer	Coltech	European Union (Remote)	https://www.linkedin.com/jobs/view/4431906315
linkedin-auth	dup	Lead AI Data Engineer	Airswift	European Union (Remote)	https://www.linkedin.com/jobs/view/4431920003
linkedin-auth	dup	AI Solutions Engineer	XpertDirect	European Union (Remote)	https://www.linkedin.com/jobs/view/4431911008
linkedin-auth	title	Software Engineer	Evaal	Amsterdam Area (Remote)	https://www.linkedin.com/jobs/view/4431588889
linkedin-auth	dup	Software Engineer - Frontend & AI	Bizzdesign	Utrecht, Utrecht, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4403370245
linkedin-auth	dup	Junior AI Engineer	Search X Recruitment	Haarlem, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4425093443
linkedin-auth	dup	AI Product Engineer (Codex)	BruntWork	EMEA (Remote)	https://www.linkedin.com/jobs/view/4431548791
linkedin-auth	dup	Machine Learning Engineer (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435546056
linkedin-auth	title	Forward Deployed Engineer (Remote)	Quik Hire Staffing	European Union (Remote)	https://www.linkedin.com/jobs/view/4435515835
linkedin-auth	dup	Software Engineer (AI Training)	Alignerr	The Hague, South Holland, Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435372164
linkedin-auth	dup	Software Engineer (AI Training)	Alignerr	Eindhoven, North Brabant, Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435379058
linkedin-auth	dup	Software Engineer (AI Training)	Alignerr	The Hague, South Holland, Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435375064
linkedin-auth	dup	Software Engineer (AI Training)	Alignerr	Amsterdam, North Holland, Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435368219
linkedin-auth	dup	Software Engineer (AI Training)	Alignerr	The Hague, South Holland, Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435358873
linkedin-auth	dup	Founding AI Engineer	Built Different	The Randstad, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4431941653
linkedin-auth	dup	Machine Learning Engineer | Remote	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4422269313
linkedin-auth	dup	Full Stack Engineer – AI SaaS (Contract)	Twine	European Economic Area (Remote)	https://www.linkedin.com/jobs/view/4431084654
linkedin-auth	dup	AI/ML Engineer – Remote	Twine	European Economic Area (Remote)	https://www.linkedin.com/jobs/view/4431091469
linkedin-auth	dup	AI Engineer	micro1	EMEA (Remote)	https://www.linkedin.com/jobs/view/4434964721
linkedin-auth	dup	Junior AI Engineer (Nederlandstalig) - Search X	Jobster	Haarlem, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4434138405
linkedin-auth	dup	Junior / Medior AI-Driven Developer	That Recruitment Company	Amsterdam Area (Hybrid)	https://www.linkedin.com/jobs/view/4434705568
linkedin-auth	dup	AI Data Engineer	DeepRec.ai	European Union (Remote)	https://www.linkedin.com/jobs/view/4434704402
linkedin-auth	title	Python Engineer	Sporty Group	European Union (Remote)	https://www.linkedin.com/jobs/view/4367185453
linkedin-auth	dup	Agentic AI Engineer	Philips	Eindhoven, North Brabant, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4431522186
linkedin-auth	dup	AI Engineer	Future Facts Conclusion	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4410710058
linkedin-auth	title	Staff Machine Learning Engineer	XpertDirect	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4431088805
linkedin-auth	dup	Machine Learning Engineer	Bynder	Rotterdam, South Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4375806070
linkedin-auth	dup	AI Engineer	TreeHouse NL	Rotterdam, South Holland, Netherlands (Remote)	https://www.linkedin.com/jobs/view/4434108451
linkedin-auth	dup	Data & AI Consultant	Netlight	Amsterdam Area (On-site)	https://www.linkedin.com/jobs/view/4431098540
linkedin-auth	dup	AI Platform Engineer	Levy Professionals	Utrecht Area (Hybrid)	https://www.linkedin.com/jobs/view/4434466600
linkedin-auth	dup	Machine Learning Engineer	IMC Trading	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4425832033
linkedin-auth	dup	Senior Engineer - AI Platforms (Remote)	Quik Hire Staffing	European Union (Remote)	https://www.linkedin.com/jobs/view/4435550195
linkedin-auth	dup	Machine Learning Engineer (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435535402
linkedin-auth	title	Python Developer (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435520159
linkedin-auth	dup	Machine Learning Engineer - AI (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435515241
linkedin-auth	dup	Senior Software Engineer - AI/ML (Remote)	Quik Hire Staffing	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435512318
linkedin-auth	dup	Machine Learning (AI) Engineer (Hybrid)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435511293
linkedin-auth	title	Python Developer (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435517117
linkedin-auth	title	Software Engineer - Human Data Platforms (Remote)	Hired	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435518054
linkedin-auth	dup	AI Software Engineer (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435502846
linkedin-auth	dup	AI/ML Engineer (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435506763
linkedin-auth	title	Remote Software Engineer	Turing	Amsterdam Area (Remote)	https://www.linkedin.com/jobs/view/4435177343
linkedin-auth	title	Senior Backend Engineer (Python) - Early stage | E2E impact | AI Native | Distributed Systems - Up to ~135K EUR base + solid equity % - Amsterdam (Hybrid)	Sprint and Partners	Amsterdam Area (Hybrid)	https://www.linkedin.com/jobs/view/4435103524
linkedin-auth	title	Software Support Engineer	Huzzle.com	EMEA (Remote)	https://www.linkedin.com/jobs/view/4434726056
linkedin-auth	dup	Data Engineer Human Genetics	Amsterdam UMC	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4426804386
linkedin-auth	dup	Senior Machine Learning Engineer	Picnic Technologies	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4284413550
linkedin-auth	dup	Data & ML Infrastructure Engineer	Optics11	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435549614
linkedin-auth	title	DevOps Engineer	StaffingBird	The Randstad, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4432356733
linkedin-auth	dup	Data Engineer	FactX	Utrecht, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435532410
linkedin-auth	dup	Senior Machine Learning Engineer | Python | PyTorch | Machine Learning | Large Language Models | RAG | Remote, UK and EU	Enigma	European Union (Remote)	https://www.linkedin.com/jobs/view/4435524947
linkedin-auth	title	Forward Deployed Engineer (Remote)	Quik Hire Staffing	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435517823
linkedin-auth	dup	Machine Learning Engineer	SiiRA	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435524282
linkedin-auth	dup	Senior ML Engineer (Token Factory)	Nebius	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4411375145
linkedin-auth	title	Senior Software Engineer (Python)	ML6	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4431934627
linkedin-auth	dup	Data Engineer I (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435519158
linkedin-auth	dup	Machine Learning Engineer - AI (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435502972
linkedin-auth	title	Senior Frontend Engineer (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435512225
linkedin-auth	title	DevOps Engineer	Tribe28	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4418731117
linkedin-auth	dup	Senior Data Scientist	SoTalent	Amsterdam Area (Hybrid)	https://www.linkedin.com/jobs/view/4432384062
linkedin-auth	title	Hacker	Neo Security	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4435506981
linkedin-auth	title	Klinisch Chemicus (tijdelijke vervanging)	Antoni van Leeuwenhoek	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4432381296
linkedin-auth	title	Computational Physicist | Remote	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4422292517
linkedin-auth	title	Physics Professor (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435563694
linkedin-auth	title	Application Scientist	Locsense	Enschede, Overijssel, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435550600
linkedin-auth	title	Member of Technical Staff - Research Engineering (Remote)	Quik Hire Staffing	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435540563
linkedin-auth	title	Software Development Engineer in Test (SDET)	TOPIC Embedded Systems	Eindhoven, North Brabant, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4432360096
linkedin-auth	title	Lead Geologist	Orion Group	The Hague, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435542109
linkedin-auth	title	Research And Development Engineer	Uptec	Eindhoven Area (Hybrid)	https://www.linkedin.com/jobs/view/4435529471
linkedin-auth	dup	Junior Professional in AI and Data Science	European Space Agency - ESA	Noordwijk-Binnen, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4434316307
linkedin-auth	title	Wetenschappelijk onderzoeker met affiniteit voor biochemie	Erasmus MC	Rotterdam, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435110396
linkedin-auth	title	Air Quality Research Officer	Baresi Training Center (BTC)	Haarlem, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4431979576
linkedin-auth	title	Physics Professor/Researcher (PhD)	micro1	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435304812
linkedin-auth	title	Science Community Lead	Jobgether	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4431931392
linkedin-auth	title	Remote Chemistry Expert (PhD)	Turing	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4435103059
linkedin-auth	title	PhD Position on Process Systems Engineering for Flexible CO2 Utilisation under Renewable Energy Variability	University of Twente	Enschede, Overijssel, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4427849523
linkedin-auth	title	Laboratory Research Analyst	ChainCraft	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4431916631
linkedin-auth	title	Staff Product Manager - AI - 100% Remote - EMEA	Hostaway	EMEA (Remote)	https://www.linkedin.com/jobs/view/4434968352
linkedin-auth	title	Postdoctoral Researcher	Bentham Science	European Economic Area (Remote)	https://www.linkedin.com/jobs/view/4431586483
linkedin-auth	title	Postdoctoral Researcher	Jiangsu University	EMEA (Remote)	https://www.linkedin.com/jobs/view/4434928795
linkedin-auth	title	Laborant Voorbewerking en Analyse - Jobbird.com	Jobster	Dordrecht, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4434109137
linkedin-auth	title	Member of Technical Staff - Research Engineering (Remote)	Quik Hire Staffing	European Union (Remote)	https://www.linkedin.com/jobs/view/4435512182
linkedin-auth	title	Member of Technical Staff - Research Engineering (Remote)	Quik Hire Staffing	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435516035
linkedin-auth	title	Physics Professor (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435567525
linkedin-auth	title	Physics Research Specialist (PhD) | Remote	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4425824752
linkedin-auth	title	Scientific & Laboratory Operations Specialist (Remote)	Quik Hire Staffing	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435540326
linkedin-auth	title	R&D Systems & Lab Specialist (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435501951
linkedin-auth	title	Junior Professional in Lunar Science Instrumentation	European Space Agency - ESA	Noordwijk-Binnen, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4434316310
linkedin-auth	title	Plant Biologist	micro1	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435108708
linkedin-auth	title	Physics (PhD)	micro1	European Union (Remote)	https://www.linkedin.com/jobs/view/4435109373
linkedin-auth	title	Chemistry Specialist | $50/per task	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4422260465
linkedin-auth	title	Biology Specialist | $50/Task Remote	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4422267642
linkedin-auth	title	Physics Research Auditor | Remote	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4422266718
linkedin-auth	title	Physics Researcher | Remote	Crossing Hurdles	EMEA (Remote)	https://www.linkedin.com/jobs/view/4434310179
linkedin-auth	title	Research Technician	Antoni van Leeuwenhoek	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4434915091
linkedin-auth	title	Chemisch Analist QC - Jobbird.com	Jobster	Weesp, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4434106208
linkedin-auth	title	Laboratory Technician Maastricht - Jobbird.com	Jobster	Maastricht, Limburg, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4433684977
linkedin-auth	title	Sample Technician - Unique	Jobster	Hilversum, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4433685456
linkedin-auth	title	Petrophysical Analyst - Jobbird.com	Jobster	Leiden, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4433687322
linkedin-auth	title	Data Engineneer	Odgers Nederland	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4435552319
linkedin-auth	title	Datascience specialist	Royal A-ware	Heerenveen, Friesland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4405688489
linkedin-auth	title	Junior Data Analist	ErasmusTalent	Rotterdam, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435528567
linkedin-auth	dup	Data Scientist	SoTalent	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4432332557
linkedin-auth	dup	Data Scientist - AI/ML (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435513614
linkedin-auth	title	Research Specialist (Remote)	Quik Hire Staffing	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435388773
linkedin-auth	dup	Data Engineer	Nebius	Amsterdam Area (Hybrid)	https://www.linkedin.com/jobs/view/4412686350
linkedin-auth	title	Specialist Master Data	Target | the career company	Hengelo, Overijssel, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4435117343
linkedin-auth	dup	Senior Data Scientist	Dartmouth Partners	European Union (Remote)	https://www.linkedin.com/jobs/view/4434306567
linkedin-auth	title	Product Data Analyst, Relocation to Bangkok	Manatal	Amsterdam Area (On-site)	https://www.linkedin.com/jobs/view/4432366704
linkedin-auth	dup	Data Scientist - AI/ML (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435513375
linkedin-auth	dup	Data Engineer I (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435513316
linkedin-auth	title	Data Analyst - Business (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435508361
linkedin-auth	title	Data Analyst	Haystack	Drechterland, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4434981622
linkedin-auth	dup	Data Engineer (Nederlands sprekend)	Xccelerated | Part of Xebia	Utrecht, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4431253800
linkedin-auth	title	🔥Forward Deployed Engineer (AI Agents) - Remote 🔥	We Source Talent	European Union (Remote)	https://www.linkedin.com/jobs/view/4432363397
linkedin-auth	title	Member of Technical Staff - AI Engineering (Remote)	Hire Feed	European Union (Remote)	https://www.linkedin.com/jobs/view/4435514452
linkedin-auth	dup	Computer Vision Engineer	Harnham	The Randstad, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4383742981
linkedin-auth	dup	Data Scientist / Machine Learning Engineer	Sopra Steria	Nieuwegein, Utrecht, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4302270577
linkedin-auth	dup	Senior Deep Learning Engineer	NVIDIA	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4395473494
linkedin-auth	dup	Machine Learning Engineer	RebelsAI	The Randstad, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4426237021
linkedin-auth	dup	Senior Data Scientist	Corecom Consulting	The Randstad, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4427360730
linkedin-auth	dup	Computer Vision Engineer	UPFRONT	The Randstad, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4433076143
linkedin-auth	dup	ML Engineer	NAVARA	The Randstad, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4421109521
linkedin-auth	dup	Data Engineer	Xccelerated | Part of Xebia	Utrecht, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4426086342
linkedin-auth	title	Forward Deployed Engineer (Freelance)	BrainBite	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4427089519
linkedin-auth	title	React Native Developer (Remote)	Hire Feed	EMEA (Remote)	https://www.linkedin.com/jobs/view/4435552030
linkedin-auth	title	Full-Stack Developer (Python/Django & React)	SMOOVE Recruitment	Amsterdam, North Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4435186407
linkedin-auth	title	Remote Full Stack Engineer – Payment Integration	Twine	European Economic Area (Remote)	https://www.linkedin.com/jobs/view/4423643320
linkedin-auth	dup	Software Engineer AI	Robert Vint	Utrecht, Utrecht, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4434975139
linkedin-auth	dup	Senior Full Stack Engineer - AI Products Remote)	Quik Hire Staffing	European Union (Remote)	https://www.linkedin.com/jobs/view/4435523364
linkedin-auth	title	Freelance / Contract Microsoft Engineer	Lucidon	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4435549438
linkedin-auth	title	GTM Engineer	European Tech Recruit	European Union (Remote)	https://www.linkedin.com/jobs/view/4435546471
linkedin-auth	title	AIT Engineer	Dawn Aerospace	Delft, South Holland, Netherlands (On-site)	https://www.linkedin.com/jobs/view/4412150997
linkedin-auth	title	Stream Processing Engineer (Apache Flink Internals) - Remote Work | REF#294346	BairesDev	Netherlands (Remote)	https://www.linkedin.com/jobs/view/4426554421
linkedin-auth	title	Forward Deployment Engineer	fonio.ai	European Union (Remote)	https://www.linkedin.com/jobs/view/4425497695
linkedin-auth	title	Engineering Team Lead	Nebul	Leiden, South Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4431925065
linkedin-auth	title	Senior Engineer	Sia	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4434475628
linkedin-auth	title	Python Engineer	Signify Technology	Amsterdam, North Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4407962411
linkedin-auth	dup	Freelance AI Engineer	Vivid Resourcing	Rotterdam, South Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4432805943
linkedin-auth	dup	AI Engineer – RAG & Agentic AI	Haystack People	South Holland, Netherlands (Hybrid)	https://www.linkedin.com/jobs/view/4431838759
linkedin-auth	location	Senior AI Infrastructure & Platform Operations Engineer (remote in the EU)	Mirantis	Poznań, Wielkopolskie, Poland (Remote)	https://www.linkedin.com/jobs/view/4432373440
linkedin-auth	title	.NET Desktop Developer - CONTRACT	Hays	Hungary (Remote)	https://www.linkedin.com/jobs/view/4435556973
linkedin-auth	dup	Applied AI Engineer	Revolut	Cyprus (Remote)	https://www.linkedin.com/jobs/view/4407473235
linkedin-auth	location	AI Engineer	Acolad group	Algés, Lisbon, Portugal (Remote)	https://www.linkedin.com/jobs/view/4432385091
linkedin-auth	location	AI Solution Engineer (Enterprise AI Use Case Implementation)	KOSTAL Group	Sofia, Sofia City, Bulgaria (Remote)	https://www.linkedin.com/jobs/view/4426517646
linkedin-auth	dup	Applied AI Engineer	Revolut	Portugal (Remote)	https://www.linkedin.com/jobs/view/4407463864
linkedin-auth	location	AI Platform Engineer (Enterprise AI Platform & Operations)	KOSTAL Group	Sofia, Sofia City, Bulgaria (Remote)	https://www.linkedin.com/jobs/view/4426529335
linkedin-auth	location	Senior AI Engineer (m/w/d)	FiveSquare	On, Walloon Region, Belgium (Remote)	https://www.linkedin.com/jobs/view/4435534703
linkedin-auth	title	Freelance Data Scraping Engineer (Python)	Mindrift	Italy (Remote)	https://www.linkedin.com/jobs/view/4432363157
linkedin-auth	location	AI/ML Engineer	EUROPEAN DYNAMICS	Athens, Attiki, Greece (Remote)	https://www.linkedin.com/jobs/view/4432349165
linkedin-auth	title	Software Engineer (Java, Cloud, Python, Platform, Web, Backend)	Joinrs	Italy (Remote)	https://www.linkedin.com/jobs/view/4435537019
linkedin-auth	location	AI-first QA Engineer	Smartcat	Lisboa, Lisbon, Portugal (Remote)	https://www.linkedin.com/jobs/view/4432313847
linkedin-auth	dup	Senior Software Engineer - AI Platform & Frameworks	Jobgether	France (Remote)	https://www.linkedin.com/jobs/view/4432311613
linkedin-auth	location	Software Engineer (AI Training)	Alignerr	Budapest, Budapest, Hungary (Remote)	https://www.linkedin.com/jobs/view/4435374157
linkedin-auth	location	Software Engineer (AI Training)	Alignerr	Szczecin, Zachodniopomorskie, Poland (Remote)	https://www.linkedin.com/jobs/view/4435366378
