source	reason	title	company	location	url
greenhouse-api	title	Sr. Manager, Engineering	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8540678002
greenhouse-api	title	Sr. Manager, Engineering	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8532695002
greenhouse-api	title	Sr. Manager, Engineering  Configuration Platform Team	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8567602002
greenhouse-api	title	Sr. Manager, Engineering - Model Serving	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8211957002
greenhouse-api	title	Sr. Manager, Engineering - Search	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7959180002
greenhouse-api	title	Sr. Manager, Field Engineering	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8362888002
greenhouse-api	title	Sr. Manager, Field Engineering	Databricks	Munich, Germany	https://databricks.com/company/careers/open-positions/job?gh_jid=8572876002
greenhouse-api	title	Sr. Manager, Field Engineering - Digital Native Business	Databricks	Colorado; Remote - California; Remote - Oregon; Remote - Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8496009002
greenhouse-api	title	Sr. Manager, Field Engineering - Emerging Enterprise	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8476423002
greenhouse-api	title	Sr. Manager, Field Engineering - Lakebase	Databricks	Atlanta, Georgia; Chicago, Illinois; Dallas, Texas; New York City, New York; San Francisco, California; United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8568033002
greenhouse-api	title	Sr. Manager, Field Engineering - Public Sector (Intel, Navy, Air Force)	Databricks	Maryland; Virginia; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8431931002
greenhouse-api	title	Sr. Manager, Field Engineering - Public Sector (SLED)	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8506516002
greenhouse-api	title	Sr. Manager, Field Engineering Qatar&Africa	Databricks	London, United Kingdom; Paris, France	https://databricks.com/company/careers/open-positions/job?gh_jid=8535812002
greenhouse-api	title	Sr. Manager, Field Engineering (Specialist)	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8540569002
greenhouse-api	title	Sr. Manager, Field Engineering (Specialist)	Databricks	Northeast - United States; Southeast - United States; West Coast - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8511498002
greenhouse-api	title	Sr. Manager, Partner Solutions Architect	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8073294002
greenhouse-api	title	Sr. Manager - Production Engineering	Databricks	McLean, Virginia	https://databricks.com/company/careers/open-positions/job?gh_jid=8432305002
greenhouse-api	title	Sr. Manager, Technical Solutions	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8341135002
greenhouse-api	title	Sr. Partner Delivery Manager	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8458134002
greenhouse-api	title	Sr. Partner Marketing Manager - Consulting & System Integrators	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8493152002
greenhouse-api	location	Sr. Product Designer, AI/BI	Databricks	Mountain View, California; San Francisco, California; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8429978002
greenhouse-api	title	Sr. Product Designer, Enterprise Platform	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8476061002
greenhouse-api	title	Sr Production Engineer- Public Sector	Databricks	Virginia	https://databricks.com/company/careers/open-positions/job?gh_jid=8517577002
greenhouse-api	title	Sr. Product Manager, Compute Platform	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8200284002
greenhouse-api	title	Sr. Product Manager, Compute Platform	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8200462002
greenhouse-api	title	Sr. Product Manager, Databricks AI	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8136071002
greenhouse-api	title	Sr. Product Manager, Databricks AI	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8136204002
greenhouse-api	title	Sr. Product Manager, Databricks Free Edition	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8235785002
greenhouse-api	title	Sr. Product Manager, Databricks Free Edition	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7680573002
greenhouse-api	title	Sr. Product Manager, Databricks Repos	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8326513002
greenhouse-api	title	Sr. Product Manager, Databricks Repos	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8326570002
greenhouse-api	title	Sr. Product Manager, Data Engineering	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6322654002
greenhouse-api	title	Sr. Product Manager, Data Governance	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7863365002
greenhouse-api	title	Sr. Product Manager, Data Governance	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=7863522002
greenhouse-api	title	Sr. Product Manager, DBSQL	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=7929994002
greenhouse-api	title	Sr. Product Manager, DBSQL	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7924423002
greenhouse-api	title	Sr. Product Manager, Lakeflow	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8186386002
greenhouse-api	title	Sr. Product Manager - Technical	Databricks	New York City, New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8387085002
greenhouse-api	title	Sr. Product Marketing Manager, Lakebase	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8407915002
greenhouse-api	title	Sr. Program Manager, Data for Good	Databricks	San Francisco, California; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8385177002
greenhouse-api	title	Sr. Recruiter, GTM – Field Engineering	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8587088002
greenhouse-api	title	Sr. Recruiter, Sales [12-month FTC]	Databricks	London, United Kingdom	https://databricks.com/company/careers/open-positions/job?gh_jid=8347886002
greenhouse-api	title	Sr. Resident Solutions Architect	Databricks	Central - United States; USCA; West Coast - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8210937002
greenhouse-api	title	Sr Resource Manager	Databricks	Brisbane, Australia; Melbourne, Australia; Sydney, Australia	https://databricks.com/company/careers/open-positions/job?gh_jid=8555823002
greenhouse-api	title	Sr. Software Engineer - Backend	Databricks	Aarhus, Denmark	https://databricks.com/company/careers/open-positions/job?gh_jid=7643201002
greenhouse-api	title	Sr Software Engineer- Customer Experience Intelligence (CXI)	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8416951002
greenhouse-api	title	Sr Software Engineer, Infrastructure	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8493170002
greenhouse-api	title	Sr Software Engineer-Networking	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8211452002
greenhouse-api	title	Sr Software Engineer-Networking	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8211450002
greenhouse-api	title	Sr. Software Engineer - Performance	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6569774002
greenhouse-api	title	Sr. Software Engineer - Performance	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6569772002
greenhouse-api	title	Sr Software Engineer -Public Sector	Databricks	McLean, Virginia	https://databricks.com/company/careers/open-positions/job?gh_jid=8512856002
greenhouse-api	title	Sr. Solutions Architect	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8194864002
greenhouse-api	title	Sr. Solutions Architect	Databricks	Sydney, Australia	https://databricks.com/company/careers/open-positions/job?gh_jid=8194862002
greenhouse-api	title	Sr. Solutions Architect	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8476064002
greenhouse-api	title	Sr. Solutions Architect	Databricks	Queensland, Australia	https://databricks.com/company/careers/open-positions/job?gh_jid=8537033002
greenhouse-api	title	Sr. Solutions Architect	Databricks	Remote - Texas	https://databricks.com/company/careers/open-positions/job?gh_jid=8417656002
greenhouse-api	title	Sr. Solutions Architect - Agencies	Databricks	New Jersey; New York City, New York; Northeast - United States; Remote - New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8585089002
greenhouse-api	location	Sr. Solutions Architect - AI Natives Business	Databricks	Remote - California; Remote - Oregon; Remote - Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8541221002
greenhouse-api	title	Sr. Solutions Architect - Global Telecommunications	Databricks	Remote - Georgia; Remote - Texas	https://databricks.com/company/careers/open-positions/job?gh_jid=8476403002
greenhouse-api	title	Sr. Solutions Architect - Greenfield (New Logo) France	Databricks	Paris, France	https://databricks.com/company/careers/open-positions/job?gh_jid=8449356002
greenhouse-api	title	Sr. Solutions Architect (Lakebase)	Databricks	Tokyo, Japan	https://databricks.com/company/careers/open-positions/job?gh_jid=8568025002
greenhouse-api	title	Sr. Solutions Architect - Manufacturing	Databricks	Central - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8583085002
greenhouse-api	title	Sr. Solutions Architect - Polish Speaker	Databricks	Zürich, Switzerland	https://databricks.com/company/careers/open-positions/job?gh_jid=8512037002
greenhouse-api	title	Sr. Solutions Architect - Public Sector (Federal Civilian)	Databricks	Maryland; Virginia; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8198484002
greenhouse-api	title	Sr. Solutions Architect - Public Sector (Hunter)	Databricks	Maryland; Virginia; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8417705002
greenhouse-api	title	Sr. Solutions Architect - Public Sector (SLED)	Databricks	Illinois; Michigan; Minnesota	https://databricks.com/company/careers/open-positions/job?gh_jid=8397493002
greenhouse-api	title	Sr. Solutions Architect, Retail	Databricks	West Coast - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=6456675002
greenhouse-api	title	Sr. Solutions Architect, Retail	Databricks	Northeast - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8221491002
greenhouse-api	location	Sr. Solutions Architect - Strategic AI Native	Databricks	Remote - Arizona; Remote - California; Remote - Colorado; Remote - Oregon; Remote - Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8458028002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	Stockholm, Sweden	https://databricks.com/company/careers/open-positions/job?gh_jid=8455750002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	Pune, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8516307002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	Auckland, New Zealand	https://databricks.com/company/careers/open-positions/job?gh_jid=8437014002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	Mexico City	https://databricks.com/company/careers/open-positions/job?gh_jid=8527655002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	Central - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8450209002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	Finland	https://databricks.com/company/careers/open-positions/job?gh_jid=8368205002
greenhouse-api	title	Sr. Solutions Engineer	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8415130002
greenhouse-api	location	Sr. Solutions Engineer - AI Natives Business	Databricks	Remote - California; Remote - Colorado; Remote - Oregon; Remote - Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8563183002
greenhouse-api	title	Sr. Solutions Engineer - Hunter Team	Databricks	Central - United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8417647002
greenhouse-api	title	Sr. Solutions Engineer Italy	Databricks	Remote - Italy	https://databricks.com/company/careers/open-positions/job?gh_jid=8389657002
greenhouse-api	title	Sr. Solutions Engineer - MFG	Databricks	Boston, Massachusetts	https://databricks.com/company/careers/open-positions/job?gh_jid=8417654002
greenhouse-api	title	Sr. Solutions Engineer - Public Sector (Defense Industrial Base)	Databricks	McLean, Virginia; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8584983002
greenhouse-api	title	Sr. Solutions Engineer - Public Sector (DoW - 4th Estate)	Databricks	Maryland; Virginia; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8415025002
greenhouse-api	title	Sr. Solutions Engineer - Public Sector (Federal Civilian)	Databricks	Maryland; Virginia; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8584948002
greenhouse-api	title	Sr. Solutions Engineer, Retail - CPG	Databricks	Illinois	https://databricks.com/company/careers/open-positions/job?gh_jid=7507778002
greenhouse-api	title	Sr. Specialist Solutions Architect - Builder Team	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8493787002
greenhouse-api	title	Sr. Staff AI Research TLM - AI Systems	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8557780002
greenhouse-api	title	Sr. Staff Fullstack Engineer, Agentic Applications	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8220902002
greenhouse-api	title	Sr Staff Production Engineer- Public Sector	Databricks	Virginia	https://databricks.com/company/careers/open-positions/job?gh_jid=8519396002
greenhouse-api	title	Sr Staff Product Operations Manager	Databricks	Bellevue, Washington; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8524422002
greenhouse-api	title	Sr Staff Product Operations Manager	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8524420002
greenhouse-api	title	Sr. Staff Security Assurance Engineer	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8026640002
greenhouse-api	title	Sr Staff Software Engineer (Backend)	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=7630152002
greenhouse-api	title	Sr. Staff Software Engineer - Data Platform	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7823561002
greenhouse-api	title	Sr. Staff Software Engineer - Managed Tables	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8555864002
greenhouse-api	title	Sr. Staff Software Engineer - Money Team	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8285949002
greenhouse-api	title	Sr.Staff Software Engineer- Network Platform	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8462811002
greenhouse-api	title	Sr. Staff Software Engineer, Observability	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8391889002
greenhouse-api	title	Sr. Staff Software Engineer — Observability, Insights & Governance	Databricks	Bellevue, Washington; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8575251002
greenhouse-api	title	Sr. Staff Software Engineer — Observability, Insights & Governance	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8575248002
greenhouse-api	title	Sr. Staff Software Engineer - Unity Catalog Data Governance	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=7993609002
greenhouse-api	title	Sr. Staff/ Staff Backline Technical Solution engineer	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8375176002
greenhouse-api	title	Sr. Staff Technical Program Manager - Reliability	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8445428002
greenhouse-api	title	Sr. Staff Technical Program Manager - Reliability	Databricks	Bellevue, Washington; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8445423002
greenhouse-api	title	Sr. Technical Enablement Specialist	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8185059002
greenhouse-api	title	Sr. Technical Marketing Engineer - Lakebase/Apps	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8396813002
greenhouse-api	title	Sr Technical Solutions (Backline)	Databricks	Japan	https://databricks.com/company/careers/open-positions/job?gh_jid=8444598002
greenhouse-api	title	Sr Technical Solutions Engineering	Databricks	McLean, Virginia	https://databricks.com/company/careers/open-positions/job?gh_jid=8589172002
greenhouse-api	title	Sr Technical Solutions Engineer, Platform	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8421122002
greenhouse-api	title	Staff Backend Software Engineer	Databricks	New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8468436002
greenhouse-api	title	Staff Backend Software Engineer- (AI Platform)	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8367021002
greenhouse-api	title	Staff Backend Software Engineer- (AI Platform)	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8367022002
greenhouse-api	title	Staff Backend Software Engineer- (AI Platform)	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8367019002
greenhouse-api	title	Staff Backend Software Engineer- (AI Platform)	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8367023002
greenhouse-api	title	Staff Backline Engineer - Data & AI	Databricks	Dallas, Texas; San Francisco, California; Vancouver, Canada	https://databricks.com/company/careers/open-positions/job?gh_jid=7872746002
greenhouse-api	title	Staff Backline Engineer - Platform	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8465439002
greenhouse-api	title	Staff Backline Engineer (Spark)	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8218286002
greenhouse-api	title	Staff Database Engineer	Databricks	Mountain View, California; New York City, New York; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8482053002
greenhouse-api	title	Staff Database Engineer	Databricks	Bellevue, Washington; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8482064002
greenhouse-api	title	Staff Data Scientist	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=5507088002
greenhouse-api	title	Staff Data Scientist - Infrastructure	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7069793002
greenhouse-api	title	Staff Data Scientist - Trust and Safety	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8178287002
greenhouse-api	title	Staff Designated Support Engineer	Databricks	Japan	https://databricks.com/company/careers/open-positions/job?gh_jid=8554477002
greenhouse-api	title	Staff Designated Support Engineer	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8554463002
greenhouse-api	title	Staff Designated Support Engineer	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7839474002
greenhouse-api	title	Staff Employee Relations Manager, APAC	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8479024002
greenhouse-api	title	Staff Forward Deployment Engineer	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8373538002
greenhouse-api	title	Staff Forward Deployment Engineer	Databricks	Singapore	https://databricks.com/company/careers/open-positions/job?gh_jid=8114836002
greenhouse-api	title	Staff Frontend Engineer - Seattle	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8399551002
greenhouse-api	title	Staff Fullstack Engineer	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6704975002
greenhouse-api	title	Staff Fullstack Engineer, Agentic Applications	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8220836002
greenhouse-api	title	Staff GenAI Research Scientist - Agents	Databricks	New York City, New York	https://databricks.com/company/careers/open-positions/job?gh_jid=7642856002
greenhouse-api	title	Staff Machine Learning Engineer	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8401114002
greenhouse-api	title	Staff Partner Engineer, Azure	Databricks	New York City, New York; San Francisco, California; Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8508943002
greenhouse-api	title	Staff Platform Monitoring Engineer	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8407031002
greenhouse-api	title	Staff Product Designer, AI Products	Databricks	New York City, New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8584704002
greenhouse-api	title	Staff Production Engineer- Public Sector	Databricks	Virginia	https://databricks.com/company/careers/open-positions/job?gh_jid=8519350002
greenhouse-api	title	Staff Product Manager	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=7649409002
greenhouse-api	title	Staff Product Manager	Databricks	Berlin, Germany	https://databricks.com/company/careers/open-positions/job?gh_jid=7649411002
greenhouse-api	title	Staff Product Manager, AI Platform	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8427940002
greenhouse-api	title	Staff Product Manager, AI Platform	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8420609002
greenhouse-api	title	Staff Product Manager, Security	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=7110509002
greenhouse-api	title	Staff Product Manager, Security	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=7110499002
greenhouse-api	title	Staff Product Manager, Serverless Workspaces	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8427954002
greenhouse-api	title	Staff Product Manager, Serverless Workspaces	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8420607002
greenhouse-api	title	Staff Product Manager - Technical	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8394060002
greenhouse-api	title	Staff Product Operations Manager	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8560096002
greenhouse-api	title	Staff Product Security Engineer	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=7882009002
greenhouse-api	title	Staff Security Assurance Engineer	Databricks	Remote - Washington D.C.; Washington, D.C.	https://databricks.com/company/careers/open-positions/job?gh_jid=8430837002
greenhouse-api	title	Staff Security Detection Engineer	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=8184634002
greenhouse-api	title	Staff Security Software Engineer	Databricks	United States	https://databricks.com/company/careers/open-positions/job?gh_jid=7932280002
greenhouse-api	title	Staff Software Engineer - Agent Quality	Databricks	New York City, New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8532681002
greenhouse-api	title	Staff Software Engineer, AI Native Web Platform	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8560783002
greenhouse-api	title	Staff Software Engineer - AI Platform (NYC)	Databricks	New York City, New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8509536002
greenhouse-api	title	Staff Software Engineer - AI Research Infrastructure	Databricks	New York City, New York; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8532682002
greenhouse-api	title	Staff Software Engineer - AI Research Infrastructure	Databricks	New York City, New York; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8552484002
greenhouse-api	title	Staff Software Engineer, AI Runtime	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8582271002
greenhouse-api	title	Staff Software Engineer, AI Search	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8578177002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Belgrade, Serbia	https://databricks.com/company/careers/open-positions/job?gh_jid=8012814002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Seattle, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=6779232002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=5408888002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8029674002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6544443002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=8320187002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Berlin, Germany	https://databricks.com/company/careers/open-positions/job?gh_jid=7984907002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=6779233002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	London, United Kingdom	https://databricks.com/company/careers/open-positions/job?gh_jid=8374611002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Vancouver, Canada	https://databricks.com/company/careers/open-positions/job?gh_jid=8093293002
greenhouse-api	title	Staff Software Engineer - Backend	Databricks	Aarhus, Denmark	https://databricks.com/company/careers/open-positions/job?gh_jid=7642799002
greenhouse-api	title	Staff Software Engineer, Compute Infrastructure	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=8579135002
greenhouse-api	title	Staff Software Engineer (Core Experiences)	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=6716344002
greenhouse-api	title	Staff Software Engineer - Customer Engagement & Docs Platform	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8032546002
greenhouse-api	title	Staff Software Engineer – Customer Experience Intelligence (CXI)	Databricks	Mountain View, California; San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8416959002
greenhouse-api	title	Staff Software Engineer - Database Engine Internals	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6544386002
greenhouse-api	title	Staff Software Engineer - Database Engine Internals	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=5646866002
greenhouse-api	title	Staff Software Engineer - Database Engine Internals	Databricks	Belgrade, Serbia	https://databricks.com/company/careers/open-positions/job?gh_jid=8012818002
greenhouse-api	title	Staff Software Engineer - Databases	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=7601565002
greenhouse-api	title	Staff Software Engineer - Data Platform	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=7601572002
greenhouse-api	title	Staff Software Engineer (Data Platform)	Databricks	Bengaluru, India	https://databricks.com/company/careers/open-positions/job?gh_jid=7652016002
greenhouse-api	title	Staff Software Engineer - Developer Experience	Databricks	Amsterdam, Netherlands	https://databricks.com/company/careers/open-positions/job?gh_jid=8029676002
greenhouse-api	title	Staff Software Engineer - Distributed Data Systems	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=5646855002
greenhouse-api	title	Staff Software Engineer - Distributed Data Systems	Databricks	Belgrade, Serbia	https://databricks.com/company/careers/open-positions/job?gh_jid=8012831002
greenhouse-api	title	Staff Software Engineer - Distributed Data Systems	Databricks	Mountain View, California	https://databricks.com/company/careers/open-positions/job?gh_jid=6544364002
greenhouse-api	title	Staff Software Engineer - Distributed Data Systems	Databricks	Bellevue, Washington	https://databricks.com/company/careers/open-positions/job?gh_jid=6937001002
greenhouse-api	title	Staff Software Engineer, Foundational Model Serving	Databricks	San Francisco, California	https://databricks.com/company/careers/open-positions/job?gh_jid=8224683002
greenhouse-api	title	Staff Software Engineer - Frontend (NYC)	Databricks	New York City, New York	https://databricks.com/company/careers/open-positions/job?gh_jid=8384595002
greenhouse-api	title	Staff Software Engineer - Fullstack	Databricks	Vancouver, Canada	https://databricks.com/company/careers/open-positions/job?gh_jid=8099343002
